TotalDrinkUnitSales;TotalDrinkSales;TotalFoodSales;TotalFoodUnitSales;TotalNonConUnitSales;TotalNonConSales;customer_id;marital_status;yearly_income;gender;total_children;num_children_at_home;education;member_card;occupation;houseowner;num_cars_owned
3;6;85;34;6;9;5.426;S;$30K - $50K;F;2;0;High School Degree;Bronze;Skilled Manual;Y;3
3;5;59;28;3;12;5.427;S;$90K - $110K;F;3;0;Bachelors Degree;Bronze;Professional;N;2
11;26;79;38;22;53;5.428;M;$130K - $150K;M;2;2;Graduate Degree;Bronze;Professional;Y;2
9;14;81;34;12;20;5.429;M;$90K - $110K;F;3;1;High School Degree;Bronze;Professional;N;4
13;28;228;122;51;128;5.430;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;Y;2
14;21;45;27;8;18;5.431;M;$50K - $70K;F;2;2;Bachelors Degree;Golden;Professional;Y;1
77;169;955;469;146;284;5.432;M;$10K - $30K;M;3;3;Partial High School;Bronze;Skilled Manual;Y;1
9;12;188;97;43;95;5.433;M;$130K - $150K;M;2;1;High School Degree;Bronze;Management;N;2
0;0;89;45;13;14;5.434;S;$10K - $30K;F;3;0;Partial High School;Normal;Manual;Y;2
0;0;94;46;31;82;5.435;M;$30K - $50K;M;5;5;High School Degree;Golden;Manual;N;3
7;12;65;31;16;31;5.436;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;0
3;3;163;74;26;63;5.437;M;$30K - $50K;F;1;1;Partial College;Silver;Clerical;N;2
3;8;31;17;4;11;5.438;M;$30K - $50K;M;1;0;High School Degree;Bronze;Skilled Manual;Y;2
0;0;0;0;0;0;5.439;M;$30K - $50K;F;4;2;High School Degree;Bronze;Skilled Manual;Y;2
0;0;0;0;0;0;5.440;S;$110K - $130K;M;4;0;Partial High School;Bronze;Professional;Y;3
4;11;94;41;12;26;5.441;M;$70K - $90K;F;5;4;Graduate Degree;Golden;Professional;Y;4
8;8;138;74;7;20;5.442;S;$30K - $50K;F;4;0;High School Degree;Bronze;Skilled Manual;N;1
0;0;10;6;0;0;5.443;S;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Professional;Y;1
10;16;64;26;12;26;5.444;S;$10K - $30K;F;0;0;Partial High School;Normal;Manual;Y;2
3;8;10;3;4;12;5.445;M;$50K - $70K;M;1;0;Bachelors Degree;Normal;Management;Y;3
0;0;0;0;0;0;5.446;S;$50K - $70K;M;0;0;Partial College;Bronze;Professional;N;3
11;17;211;97;20;36;5.447;S;$30K - $50K;M;5;0;Partial College;Normal;Manual;Y;1
3;5;67;26;8;15;5.448;M;$70K - $90K;F;5;5;Bachelors Degree;Golden;Professional;N;2
3;8;50;26;0;0;5.449;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;Y;1
7;15;47;27;17;29;5.450;M;$50K - $70K;F;4;1;Bachelors Degree;Bronze;Professional;Y;2
20;44;133;64;42;86;5.451;S;$70K - $90K;F;5;0;Bachelors Degree;Normal;Management;Y;1
12;25;195;104;36;48;5.452;S;$90K - $110K;F;2;0;Bachelors Degree;Golden;Professional;N;3
1;1;65;30;7;11;5.453;S;$30K - $50K;M;3;0;Partial High School;Bronze;Skilled Manual;N;3
4;12;27;14;6;20;5.454;S;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Professional;N;1
0;0;0;0;0;0;5.455;M;$90K - $110K;M;3;3;Partial High School;Golden;Management;Y;4
0;0;6;5;2;8;5.456;S;$130K - $150K;F;2;0;Bachelors Degree;Silver;Professional;Y;4
3;11;78;38;14;39;5.457;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;N;2
2;1;58;28;17;32;5.458;M;$110K - $130K;F;1;0;High School Degree;Bronze;Professional;Y;2
0;0;102;48;5;9;5.459;M;$30K - $50K;M;5;5;High School Degree;Golden;Skilled Manual;N;4
0;0;0;0;0;0;5.460;M;$90K - $110K;F;1;1;Partial High School;Bronze;Professional;Y;2
7;8;59;25;5;16;5.461;M;$150K +;F;5;0;High School Degree;Golden;Professional;N;2
2;4;67;30;17;46;5.462;M;$70K - $90K;M;1;0;Bachelors Degree;Bronze;Management;Y;2
0;0;13;7;2;4;5.463;M;$50K - $70K;M;1;1;Bachelors Degree;Bronze;Professional;Y;2
6;14;175;91;27;68;5.464;S;$30K - $50K;M;4;0;High School Degree;Bronze;Manual;Y;4
15;16;239;110;35;87;5.465;S;$30K - $50K;M;1;0;Partial High School;Golden;Skilled Manual;Y;2
58;99;1.209;562;158;302;5.466;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;Y;2
0;0;25;10;4;9;5.467;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;4
2;7;19;10;0;0;5.468;S;$110K - $130K;M;1;0;High School Degree;Bronze;Professional;Y;2
0;0;0;0;0;0;5.469;M;$110K - $130K;F;2;1;High School Degree;Bronze;Professional;Y;2
1;3;21;10;0;0;5.470;M;$10K - $30K;F;3;2;Partial High School;Normal;Manual;N;1
10;17;145;70;0;0;5.471;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;Y;1
3;9;20;9;8;17;5.472;S;$50K - $70K;F;3;0;Bachelors Degree;Bronze;Management;N;3
8;21;187;72;11;26;5.473;S;$10K - $30K;F;1;0;Partial High School;Normal;Skilled Manual;Y;1
0;0;19;10;0;0;5.474;S;$110K - $130K;F;3;0;Graduate Degree;Bronze;Professional;Y;3
2;4;249;117;26;71;5.475;S;$50K - $70K;M;5;0;Bachelors Degree;Bronze;Management;Y;1
8;10;253;115;37;75;5.476;M;$50K - $70K;M;4;1;Bachelors Degree;Bronze;Management;Y;4
3;7;31;15;0;0;5.477;M;$50K - $70K;F;1;1;Bachelors Degree;Normal;Professional;Y;2
59;118;773;374;94;203;5.478;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;N;2
2;5;5;2;0;0;5.479;S;$110K - $130K;M;0;0;High School Degree;Bronze;Professional;N;3
0;0;0;0;0;0;5.480;M;$50K - $70K;F;2;1;Partial High School;Bronze;Skilled Manual;N;3
29;46;779;376;80;157;5.481;M;$30K - $50K;F;4;1;High School Degree;Bronze;Skilled Manual;Y;2
3;6;100;52;6;4;5.482;S;$10K - $30K;M;0;0;Partial High School;Normal;Skilled Manual;N;1
0;0;0;0;0;0;5.483;M;$30K - $50K;M;4;4;Partial College;Golden;Skilled Manual;Y;3
0;0;134;60;14;30;5.484;M;$50K - $70K;F;3;2;Partial High School;Bronze;Skilled Manual;Y;4
2;8;26;12;5;15;5.485;M;$50K - $70K;F;4;1;Bachelors Degree;Bronze;Management;N;3
6;8;70;43;23;48;5.486;M;$10K - $30K;F;3;3;Partial High School;Normal;Manual;Y;2
0;0;0;0;0;0;5.487;S;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Professional;N;2
6;4;126;55;17;42;5.488;S;$50K - $70K;F;4;0;High School Degree;Bronze;Skilled Manual;Y;1
3;8;91;44;23;41;5.489;S;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Management;N;4
3;7;120;53;14;38;5.490;S;$130K - $150K;F;3;0;Partial High School;Bronze;Professional;Y;2
0;0;0;0;0;0;5.491;S;$10K - $30K;F;3;0;Partial High School;Normal;Manual;N;1
6;16;33;18;6;12;5.492;S;$30K - $50K;M;2;0;Partial College;Bronze;Skilled Manual;Y;1
5;9;166;74;13;32;5.493;M;$70K - $90K;F;3;2;Bachelors Degree;Bronze;Professional;N;2
7;20;126;58;57;156;5.494;S;$10K - $30K;M;3;0;Partial High School;Normal;Manual;N;2
0;0;40;20;13;22;5.495;S;$30K - $50K;F;4;0;High School Degree;Bronze;Skilled Manual;N;2
3;2;19;7;0;0;5.496;M;$30K - $50K;F;0;0;Partial College;Bronze;Skilled Manual;Y;2
0;0;22;13;1;3;5.497;S;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;74;37;19;40;5.498;S;$110K - $130K;M;0;0;High School Degree;Bronze;Professional;Y;4
17;39;273;138;37;84;5.499;M;$70K - $90K;M;4;3;Graduate Degree;Golden;Professional;Y;3
3;4;156;76;2;3;5.500;S;$10K - $30K;M;1;0;Partial High School;Normal;Manual;Y;1
43;77;678;315;66;144;5.501;S;$30K - $50K;F;4;0;High School Degree;Silver;Manual;Y;2
3;6;114;44;6;9;5.502;M;$130K - $150K;M;3;3;Bachelors Degree;Silver;Professional;Y;3
4;2;135;68;6;12;5.503;M;$50K - $70K;M;3;1;Bachelors Degree;Silver;Management;N;3
1;3;14;6;2;3;5.504;S;$30K - $50K;M;3;0;Partial College;Silver;Professional;N;3
2;3;80;34;7;14;5.505;M;$30K - $50K;F;4;3;High School Degree;Golden;Skilled Manual;Y;3
2;3;28;13;3;9;5.506;S;$90K - $110K;F;3;0;High School Degree;Bronze;Professional;Y;1
3;7;72;33;9;23;5.507;S;$30K - $50K;M;2;0;High School Degree;Bronze;Skilled Manual;N;2
13;22;121;64;21;53;5.508;M;$90K - $110K;F;4;0;Graduate Degree;Bronze;Professional;N;1
6;11;24;12;8;17;5.509;M;$130K - $150K;M;5;1;Bachelors Degree;Bronze;Professional;Y;3
0;0;3;2;8;22;5.510;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Management;N;4
20;40;126;58;3;8;5.511;M;$30K - $50K;M;1;0;Partial College;Bronze;Management;Y;4
48;98;798;349;74;172;5.512;S;$30K - $50K;F;5;0;High School Degree;Bronze;Manual;Y;2
9;15;98;65;2;4;5.513;M;$30K - $50K;M;4;4;High School Degree;Silver;Skilled Manual;Y;4
3;3;167;71;15;21;5.514;S;$70K - $90K;M;2;0;Partial High School;Normal;Professional;N;4
0;0;0;0;0;0;5.515;M;$30K - $50K;F;4;4;Partial High School;Silver;Skilled Manual;Y;3
7;26;141;61;29;67;5.516;M;$50K - $70K;F;5;0;Graduate Degree;Golden;Management;Y;3
0;0;0;0;0;0;5.517;M;$50K - $70K;M;2;1;Partial College;Bronze;Professional;N;4
7;13;14;10;0;0;5.518;M;$10K - $30K;M;5;2;Partial High School;Normal;Manual;Y;2
3;7;70;43;17;25;5.519;M;$10K - $30K;M;2;2;Partial High School;Normal;Manual;Y;1
0;0;0;0;0;0;5.520;S;$110K - $130K;F;1;0;Graduate Degree;Bronze;Professional;N;1
0;0;15;8;4;4;5.521;M;$50K - $70K;M;1;0;Bachelors Degree;Silver;Professional;Y;2
0;0;73;32;6;18;5.522;M;$30K - $50K;F;4;2;High School Degree;Silver;Skilled Manual;Y;3
0;0;0;0;0;0;5.523;M;$130K - $150K;F;2;1;Bachelors Degree;Bronze;Professional;N;2
8;14;92;40;17;36;5.524;M;$10K - $30K;M;2;2;Partial High School;Normal;Manual;N;0
0;0;29;11;9;22;5.525;M;$10K - $30K;M;1;1;Partial High School;Normal;Manual;Y;2
18;31;91;43;12;17;5.526;M;$30K - $50K;M;4;3;Partial High School;Golden;Skilled Manual;Y;3
0;0;0;0;0;0;5.527;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Management;Y;2
7;21;164;66;10;23;5.528;S;$10K - $30K;F;2;0;Partial High School;Normal;Manual;N;2
5;4;37;15;0;0;5.529;M;$150K +;F;4;3;Bachelors Degree;Normal;Professional;Y;3
16;26;234;110;32;57;5.530;M;$30K - $50K;F;4;1;High School Degree;Normal;Skilled Manual;N;3
0;0;156;57;5;16;5.531;M;$30K - $50K;F;4;1;High School Degree;Bronze;Skilled Manual;N;2
6;3;52;23;6;12;5.532;M;$110K - $130K;M;0;0;Partial High School;Bronze;Professional;Y;4
12;24;395;189;24;62;5.533;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;N;1
0;0;0;0;0;0;5.534;S;$30K - $50K;F;2;0;High School Degree;Bronze;Skilled Manual;Y;2
15;31;112;61;6;16;5.535;M;$10K - $30K;M;3;1;Partial High School;Normal;Manual;Y;1
38;79;545;253;61;123;5.536;S;$50K - $70K;F;0;0;Bachelors Degree;Bronze;Management;Y;1
24;45;307;150;47;90;5.537;S;$30K - $50K;F;0;0;High School Degree;Bronze;Skilled Manual;N;3
0;0;27;7;0;0;5.538;S;$50K - $70K;F;2;0;Bachelors Degree;Silver;Management;N;1
20;38;89;33;23;45;5.539;M;$50K - $70K;F;4;4;Bachelors Degree;Silver;Professional;Y;3
0;0;43;22;8;10;5.540;M;$10K - $30K;F;3;0;Partial High School;Normal;Manual;Y;1
8;14;226;101;6;15;5.541;M;$50K - $70K;F;1;1;Bachelors Degree;Bronze;Professional;N;3
94;210;1.096;515;139;321;5.542;S;$30K - $50K;M;2;0;Partial College;Bronze;Management;N;2
11;22;83;45;13;19;5.543;S;$70K - $90K;F;5;0;Graduate Degree;Normal;Professional;N;1
0;0;35;17;0;0;5.544;S;$10K - $30K;F;1;0;High School Degree;Normal;Manual;Y;0
9;11;38;22;9;22;5.545;S;$90K - $110K;M;3;0;High School Degree;Golden;Professional;Y;3
5;7;31;12;6;19;5.546;M;$70K - $90K;M;3;2;High School Degree;Bronze;Professional;N;2
6;14;83;47;7;18;5.547;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;1
0;0;9;4;2;1;5.548;S;$70K - $90K;F;3;0;Bachelors Degree;Bronze;Professional;N;2
3;2;32;14;6;13;5.549;M;$30K - $50K;F;3;3;High School Degree;Bronze;Skilled Manual;Y;3
0;0;0;0;0;0;5.550;M;$70K - $90K;F;4;4;Bachelors Degree;Normal;Professional;Y;2
12;25;99;51;20;36;5.551;S;$30K - $50K;M;3;0;Partial High School;Bronze;Skilled Manual;N;2
1;2;9;3;8;22;5.552;M;$50K - $70K;F;5;2;High School Degree;Bronze;Manual;Y;3
4;4;70;34;10;18;5.553;S;$30K - $50K;F;3;0;Partial College;Bronze;Manual;Y;3
4;14;34;18;6;12;5.554;S;$10K - $30K;F;3;0;Partial High School;Normal;Skilled Manual;N;1
5;10;223;105;17;35;5.555;M;$10K - $30K;F;4;4;Partial High School;Normal;Manual;Y;1
0;0;26;16;7;19;5.556;S;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Professional;N;4
4;9;269;130;25;58;5.557;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;N;1
5;13;68;40;4;9;5.558;M;$10K - $30K;M;3;1;Partial High School;Normal;Skilled Manual;N;0
21;51;802;370;103;232;5.559;M;$130K - $150K;F;4;3;Partial High School;Golden;Management;Y;3
0;0;110;49;22;45;5.560;M;$30K - $50K;M;1;0;High School Degree;Bronze;Skilled Manual;N;2
0;0;30;15;7;5;5.561;S;$30K - $50K;F;1;0;Partial College;Bronze;Manual;N;3
0;0;0;0;0;0;5.562;M;$10K - $30K;F;5;2;Partial High School;Normal;Skilled Manual;Y;1
0;0;0;0;0;0;5.563;S;$30K - $50K;F;2;0;High School Degree;Bronze;Manual;N;2
0;0;0;0;0;0;5.564;S;$110K - $130K;F;1;0;Bachelors Degree;Bronze;Professional;N;2
10;24;100;56;21;44;5.565;M;$30K - $50K;M;3;3;Partial College;Silver;Management;N;2
18;42;162;62;6;8;5.566;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;Y;2
4;10;13;7;0;0;5.567;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;N;4
24;53;304;147;32;61;5.568;M;$30K - $50K;M;2;2;Partial College;Bronze;Skilled Manual;N;3
4;13;14;7;2;1;5.569;S;$70K - $90K;F;3;0;Bachelors Degree;Silver;Management;Y;3
4;10;22;10;1;3;5.570;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;N;1
0;0;39;16;4;9;5.571;S;$110K - $130K;M;2;0;Graduate Degree;Bronze;Professional;Y;2
23;40;137;66;5;4;5.572;S;$10K - $30K;F;5;0;Partial High School;Normal;Manual;Y;0
3;6;54;23;0;0;5.573;M;$70K - $90K;M;4;0;Bachelors Degree;Golden;Professional;Y;1
3;7;20;10;0;0;5.574;M;$30K - $50K;M;3;2;High School Degree;Bronze;Skilled Manual;Y;2
0;0;0;0;0;0;5.575;S;$50K - $70K;M;3;0;Partial High School;Bronze;Manual;N;2
12;33;130;59;16;44;5.576;S;$10K - $30K;M;3;0;Bachelors Degree;Normal;Professional;N;0
3;5;46;17;7;16;5.577;M;$130K - $150K;F;1;1;Graduate Degree;Bronze;Management;Y;2
8;10;138;63;31;70;5.578;S;$30K - $50K;F;5;0;High School Degree;Bronze;Skilled Manual;N;4
7;19;73;31;5;6;5.579;M;$50K - $70K;M;2;1;Partial College;Bronze;Professional;Y;1
11;20;90;42;14;27;5.580;M;$70K - $90K;M;3;2;Graduate Degree;Bronze;Professional;Y;3
8;25;89;42;20;44;5.581;S;$70K - $90K;F;1;0;Bachelors Degree;Bronze;Professional;Y;4
0;0;0;0;3;4;5.582;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;Y;2
3;7;47;29;8;13;5.583;S;$130K - $150K;F;1;0;Bachelors Degree;Bronze;Professional;Y;3
9;25;149;66;26;44;5.584;S;$70K - $90K;F;0;0;Bachelors Degree;Bronze;Professional;N;2
0;0;43;19;4;2;5.585;S;$90K - $110K;F;0;0;High School Degree;Bronze;Management;Y;2
1;2;12;4;2;7;5.586;S;$70K - $90K;M;4;0;Bachelors Degree;Bronze;Professional;N;2
7;8;66;32;3;10;5.587;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;1
2;2;94;36;10;25;5.588;M;$30K - $50K;F;2;1;High School Degree;Golden;Skilled Manual;Y;1
4;9;183;79;26;52;5.589;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;3
14;22;425;201;63;113;5.590;M;$110K - $130K;M;5;5;Bachelors Degree;Silver;Professional;N;3
0;0;0;0;0;0;5.591;M;$150K +;F;4;4;Partial College;Golden;Professional;Y;3
46;95;1.044;472;168;360;5.592;S;$10K - $30K;F;1;0;Partial High School;Normal;Skilled Manual;Y;1
12;21;206;107;39;96;5.593;S;$30K - $50K;M;4;0;Partial College;Bronze;Skilled Manual;N;1
9;20;194;90;14;26;5.594;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;1
0;0;23;9;0;0;5.595;M;$70K - $90K;F;1;0;High School Degree;Bronze;Management;N;3
4;3;80;44;8;25;5.596;S;$70K - $90K;F;1;0;Graduate Degree;Silver;Professional;N;3
29;50;553;240;68;158;5.597;S;$110K - $130K;F;2;0;Graduate Degree;Bronze;Professional;Y;2
3;3;137;69;6;14;5.598;M;$30K - $50K;F;4;1;Partial College;Silver;Professional;Y;4
0;0;0;0;0;0;5.599;M;$130K - $150K;F;2;2;Partial High School;Bronze;Management;N;3
0;0;14;7;0;0;5.600;M;$90K - $110K;F;3;3;High School Degree;Golden;Professional;Y;3
0;0;11;8;11;26;5.601;M;$50K - $70K;M;3;3;Partial High School;Bronze;Manual;Y;3
20;26;132;66;37;76;5.602;M;$150K +;M;0;0;High School Degree;Silver;Professional;Y;3
0;0;0;0;0;0;5.603;M;$30K - $50K;M;1;0;High School Degree;Silver;Skilled Manual;Y;1
0;0;84;35;3;5;5.604;M;$70K - $90K;M;1;1;High School Degree;Silver;Professional;Y;2
30;49;528;239;57;127;5.605;M;$10K - $30K;M;4;1;Partial High School;Normal;Manual;Y;1
12;24;67;24;32;75;5.606;S;$130K - $150K;F;0;0;Partial High School;Bronze;Professional;Y;2
17;40;275;138;21;42;5.607;M;$30K - $50K;M;3;2;Partial College;Bronze;Clerical;N;4
5;9;111;53;3;2;5.608;S;$50K - $70K;F;2;0;Bachelors Degree;Normal;Management;Y;4
0;0;0;0;0;0;5.609;S;$70K - $90K;F;3;0;High School Degree;Bronze;Professional;Y;3
39;70;438;197;52;108;5.610;S;$110K - $130K;M;4;0;Bachelors Degree;Bronze;Management;Y;1
0;0;91;40;2;2;5.611;M;$70K - $90K;M;2;2;High School Degree;Bronze;Management;N;4
7;9;168;74;11;24;5.612;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;N;2
0;0;38;25;0;0;5.613;S;$70K - $90K;M;1;0;Bachelors Degree;Bronze;Professional;N;2
8;12;71;33;8;14;5.614;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;Y;2
7;12;82;38;16;40;5.615;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;1
26;56;503;239;33;81;5.616;S;$10K - $30K;F;3;0;Partial High School;Normal;Skilled Manual;N;2
11;22;261;105;18;44;5.617;S;$30K - $50K;F;1;0;High School Degree;Bronze;Skilled Manual;Y;3
5;3;43;20;15;33;5.618;M;$70K - $90K;F;3;2;Partial High School;Bronze;Management;Y;2
4;9;104;47;18;40;5.619;M;$10K - $30K;F;3;2;Partial High School;Normal;Manual;Y;2
9;29;73;33;6;13;5.620;M;$50K - $70K;M;1;1;Bachelors Degree;Bronze;Management;N;2
0;0;0;0;0;0;5.621;S;$10K - $30K;F;3;0;Partial High School;Normal;Manual;N;1
0;0;0;0;0;0;5.622;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Management;Y;3
21;43;58;30;6;7;5.623;M;$30K - $50K;F;4;2;High School Degree;Golden;Skilled Manual;Y;3
3;10;166;82;21;52;5.624;S;$30K - $50K;F;4;0;High School Degree;Bronze;Skilled Manual;N;1
2;1;172;75;4;7;5.625;S;$30K - $50K;F;4;0;Bachelors Degree;Bronze;Professional;N;2
7;15;87;38;20;43;5.626;M;$50K - $70K;F;4;4;Bachelors Degree;Golden;Management;Y;2
10;21;94;43;8;20;5.627;S;$130K - $150K;M;1;0;Bachelors Degree;Bronze;Professional;Y;3
0;0;22;8;3;8;5.628;M;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;Y;4
2;1;14;9;9;15;5.629;M;$30K - $50K;M;2;2;High School Degree;Golden;Skilled Manual;Y;4
0;0;42;26;4;7;5.630;S;$30K - $50K;F;2;0;Partial College;Bronze;Professional;Y;3
8;9;208;97;47;98;5.631;S;$110K - $130K;M;5;0;Graduate Degree;Bronze;Professional;Y;2
0;0;0;0;0;0;5.632;M;$50K - $70K;M;2;2;Bachelors Degree;Bronze;Management;Y;2
13;22;145;73;17;43;5.633;S;$10K - $30K;F;4;0;High School Degree;Normal;Skilled Manual;N;1
3;5;98;47;2;5;5.634;M;$10K - $30K;F;3;1;Partial High School;Normal;Manual;Y;2
6;8;63;26;15;39;5.635;M;$10K - $30K;M;3;0;Partial High School;Normal;Manual;N;2
2;3;63;38;7;19;5.636;M;$10K - $30K;F;0;0;Partial High School;Normal;Manual;Y;0
0;0;145;60;18;31;5.637;S;$30K - $50K;M;5;0;Partial College;Bronze;Skilled Manual;Y;4
2;5;11;7;1;1;5.638;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;N;1
16;36;246;113;27;56;5.639;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;Y;3
0;0;101;46;7;13;5.640;M;$150K +;M;4;4;High School Degree;Bronze;Professional;N;3
5;7;67;34;3;5;5.641;S;$70K - $90K;M;0;0;High School Degree;Golden;Management;N;1
29;62;798;365;119;243;5.642;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;N;3
4;12;103;54;17;30;5.643;S;$30K - $50K;M;4;0;High School Degree;Bronze;Manual;N;1
31;60;467;228;42;92;5.644;M;$110K - $130K;F;2;2;Bachelors Degree;Bronze;Professional;Y;2
12;25;92;37;11;26;5.645;M;$70K - $90K;M;4;4;Bachelors Degree;Golden;Professional;Y;3
0;0;14;7;0;0;5.646;M;$50K - $70K;F;2;1;Partial High School;Bronze;Manual;Y;2
8;25;244;98;23;48;5.647;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;N;2
0;0;18;8;11;22;5.648;M;$70K - $90K;F;2;1;Graduate Degree;Bronze;Management;Y;1
3;9;28;12;11;23;5.649;M;$10K - $30K;M;3;3;Partial High School;Normal;Manual;Y;0
1;1;28;15;3;4;5.650;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;N;2
0;0;80;42;14;29;5.651;M;$30K - $50K;F;1;1;High School Degree;Bronze;Skilled Manual;Y;3
20;37;156;71;17;34;5.652;S;$130K - $150K;F;2;0;High School Degree;Bronze;Professional;Y;2
0;0;62;29;14;22;5.653;M;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Management;Y;2
12;19;304;145;32;75;5.654;S;$110K - $130K;F;4;0;High School Degree;Bronze;Professional;Y;4
5;14;161;75;24;44;5.655;S;$70K - $90K;F;2;0;Graduate Degree;Bronze;Professional;Y;2
0;0;33;13;5;17;5.656;S;$130K - $150K;F;0;0;High School Degree;Bronze;Professional;Y;2
33;70;245;129;33;51;5.657;M;$10K - $30K;F;3;3;High School Degree;Normal;Manual;Y;1
10;18;160;65;9;24;5.658;S;$30K - $50K;F;1;0;High School Degree;Normal;Manual;N;2
10;8;79;39;18;37;5.659;M;$70K - $90K;F;0;0;Bachelors Degree;Bronze;Management;Y;3
4;2;120;54;2;2;5.660;S;$110K - $130K;M;5;0;Partial High School;Golden;Professional;Y;1
0;0;0;0;0;0;5.661;M;$50K - $70K;M;1;1;Bachelors Degree;Bronze;Management;Y;2
0;0;11;4;0;0;5.662;M;$30K - $50K;F;3;2;High School Degree;Bronze;Manual;Y;4
10;21;62;31;14;21;5.663;M;$50K - $70K;F;1;1;Partial High School;Bronze;Manual;N;4
0;0;125;53;15;50;5.664;M;$50K - $70K;M;4;4;Bachelors Degree;Bronze;Professional;Y;2
37;63;620;297;75;152;5.665;M;$70K - $90K;F;4;3;Bachelors Degree;Golden;Professional;Y;3
8;13;70;33;3;8;5.666;S;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;N;1
7;15;170;73;11;23;5.667;M;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;0
7;7;217;98;8;17;5.668;S;$30K - $50K;M;1;0;High School Degree;Bronze;Manual;N;2
8;14;120;65;22;58;5.669;S;$10K - $30K;M;5;0;Partial High School;Silver;Manual;N;1
0;0;0;0;0;0;5.670;S;$50K - $70K;M;1;0;High School Degree;Bronze;Skilled Manual;N;3
3;6;141;57;20;29;5.671;S;$10K - $30K;F;4;0;Partial High School;Normal;Skilled Manual;N;1
20;43;365;167;27;50;5.672;M;$110K - $130K;M;1;1;Partial High School;Bronze;Professional;Y;1
5;13;84;39;2;5;5.673;M;$50K - $70K;M;1;0;Bachelors Degree;Bronze;Professional;Y;1
3;2;145;59;7;15;5.674;S;$50K - $70K;F;3;0;High School Degree;Bronze;Manual;Y;2
4;3;114;45;2;3;5.675;S;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;Y;2
11;25;240;102;12;19;5.676;M;$30K - $50K;M;1;1;High School Degree;Bronze;Manual;Y;2
2;3;56;24;4;9;5.677;S;$130K - $150K;F;2;0;High School Degree;Bronze;Management;N;4
2;6;112;66;7;16;5.678;S;$70K - $90K;M;3;0;Partial High School;Bronze;Professional;N;1
4;3;41;19;0;0;5.679;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;N;3
6;8;33;14;2;3;5.680;S;$70K - $90K;F;3;0;Graduate Degree;Bronze;Management;Y;3
5;10;202;90;18;42;5.681;S;$90K - $110K;M;1;0;Graduate Degree;Bronze;Management;Y;1
2;5;286;135;20;36;5.682;S;$30K - $50K;F;2;0;High School Degree;Normal;Manual;N;2
0;0;56;21;6;9;5.683;S;$30K - $50K;M;2;0;High School Degree;Bronze;Skilled Manual;Y;4
0;0;23;14;0;0;5.684;S;$10K - $30K;M;1;0;Partial High School;Normal;Skilled Manual;N;1
17;39;234;105;20;42;5.685;S;$90K - $110K;F;2;0;Partial High School;Bronze;Professional;Y;1
36;58;606;277;51;112;5.686;M;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;88;54;9;26;5.687;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;N;2
